"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
3142,687,200000000,0,0,0,0,0,1,1,0
3144,689,200000000,0,0,0,0,0,1,0,0
3146,691,200000000,0,0,0,0,0,1,1,0
3147,692,200000000,0,0,0,0,0,0,0,0
3161,706,200000000,0,0,0,0,0,1,0,0
3162,707,200000000,0,0,0,0,0,1,1,0
3164,709,200000000,0,0,0,0,0,1,0,0
3166,711,200000000,0,0,0,0,0,1,1,0
3168,713,200000000,0,0,0,0,0,1,0,0
3171,716,200000000,0,0,0,0,0,1,1,0
3172,717,200000000,0,0,0,0,0,1,0,0
3175,720,200000000,0,0,0,0,0,0,0,0
3190,735,200000000,0,0,0,0,0,1,0,0
3191,736,200000000,0,0,0,0,0,1,1,0
3192,737,200000000,0,0,0,0,0,1,0,0
3193,738,200000000,0,0,0,0,0,0,0,0
3194,739,200000000,0,0,0,0,0,1,0,0
3195,740,200000000,0,0,0,0,0,1,1,0
3197,742,200000000,0,0,0,0,0,1,0,0
3199,744,200000000,0,0,0,0,0,1,1,0
3201,746,200000000,0,0,0,0,0,1,0,0
3203,748,200000000,0,0,0,0,0,1,1,0
3204,749,200000000,0,0,0,0,0,0,1,0
3205,750,200000000,0,0,0,0,0,0,0,0
3219,764,200000000,0,0,0,0,0,1,1,0
3221,766,200000000,0,0,0,0,0,1,0,0
3222,767,200000000,0,0,0,0,0,0,0,0
3223,768,200000000,0,0,0,0,0,1,0,0
3224,769,200000000,0,0,0,0,0,1,1,0
3226,771,200000000,0,0,0,0,0,1,0,0
3228,773,200000000,0,0,0,0,0,1,1,0
3230,775,200000000,0,0,0,0,0,1,0,0
3232,777,200000000,0,0,0,0,0,1,1,0
3233,778,200000000,0,0,0,0,0,0,0,0
3247,792,200000000,0,0,0,0,0,1,0,0
3248,793,200000000,0,0,0,0,0,1,1,0
3250,795,200000000,0,0,0,0,0,1,0,0
3253,798,200000000,0,0,0,0,0,1,1,0
3254,799,200000000,0,0,0,0,0,1,0,0
3257,802,200000000,0,0,0,0,0,1,1,0
3259,804,200000000,0,0,0,0,0,1,0,0
3261,806,200000000,0,0,0,0,0,1,1,0
3262,807,200000000,0,0,0,0,0,0,0,0
3276,821,200000000,0,0,0,0,0,1,0,0
3277,822,200000000,0,0,0,0,0,1,1,0
3279,824,200000000,0,0,0,0,0,1,0,0
3281,826,200000000,0,0,0,0,0,1,1,0
3283,828,200000000,0,0,0,0,0,1,0,0
3286,831,200000000,0,0,0,0,0,1,1,0
3288,833,200000000,0,0,0,0,0,1,0,0
3290,835,200000000,0,0,0,0,0,1,1,0
3291,836,200000000,0,0,0,0,0,0,0,0
3305,850,200000000,0,0,0,0,0,1,0,0
3306,851,200000000,0,0,0,0,0,1,1,0
3308,853,200000000,0,0,0,0,0,1,0,0
3310,855,200000000,0,0,0,0,0,1,1,0
3312,857,200000000,0,0,0,0,0,1,0,0
3314,859,200000000,0,0,0,0,0,1,1,0
3316,861,200000000,0,0,0,0,0,1,0,0
3318,863,200000000,0,0,0,0,0,1,1,0
3320,865,200000000,0,0,0,0,0,0,0,0
3334,879,200000000,0,0,0,0,0,1,0,0
3335,880,200000000,0,0,0,0,0,1,1,0
3336,881,200000000,0,0,0,0,0,1,0,0
3337,882,200000000,0,0,0,0,0,0,0,0
3338,883,200000000,0,0,0,0,0,1,0,0
3339,884,200000000,0,0,0,0,0,1,1,0
3341,886,200000000,0,0,0,0,0,1,0,0
3343,888,200000000,0,0,0,0,0,1,1,0
3345,890,200000000,0,0,0,0,0,1,0,0
3347,892,200000000,0,0,0,0,0,1,1,0
3348,893,200000000,0,0,0,0,0,0,1,0
3349,894,200000000,0,0,0,0,0,0,0,0
3363,908,200000000,0,0,0,0,0,1,1,0
3365,910,200000000,0,0,0,0,0,1,0,0
3366,911,200000000,0,0,0,0,0,0,0,0
3367,912,200000000,0,0,0,0,0,1,0,0
3368,913,200000000,0,0,0,0,0,1,1,0
3370,915,200000000,0,0,0,0,0,1,0,0
3372,917,200000000,0,0,0,0,0,1,1,0
3374,919,200000000,0,0,0,0,0,1,0,0
3376,921,200000000,0,0,0,0,0,1,1,0
3377,922,200000000,0,0,0,0,0,0,1,0
3378,923,200000000,0,0,0,0,0,0,0,0
3391,936,200000000,0,0,0,0,0,1,0,0
3392,937,200000000,0,0,0,0,0,1,1,0
3394,939,200000000,0,0,0,0,0,1,0,0
3397,942,200000000,0,0,0,0,0,1,1,0
3398,943,200000000,0,0,0,0,0,1,0,0
3401,946,200000000,0,0,0,0,0,1,1,0
3403,948,200000000,0,0,0,0,0,1,0,0
3405,950,200000000,0,0,0,0,0,1,1,0
3406,951,200000000,0,0,0,0,0,0,0,0
3420,965,200000000,0,0,0,0,0,1,0,0
3421,966,200000000,0,0,0,0,0,1,1,0
3423,968,200000000,0,0,0,0,0,1,0,0
3425,970,200000000,0,0,0,0,0,1,1,0
3427,972,200000000,0,0,0,0,0,1,0,0
3430,975,200000000,0,0,0,0,0,1,1,0
3432,977,200000000,0,0,0,0,0,1,0,0
3434,979,200000000,0,0,0,0,0,1,1,0
3435,980,200000000,0,0,0,0,0,0,0,0
3449,994,200000000,0,0,0,0,0,1,0,0
3450,995,200000000,0,0,0,0,0,1,1,0
3452,997,200000000,0,0,0,0,0,1,0,0
3454,999,200000000,0,0,0,0,0,1,1,0
3456,1001,200000000,0,0,0,0,0,1,0,0
3459,1004,200000000,0,0,0,0,0,1,1,0
3460,1005,200000000,0,0,0,0,0,1,0,0
3463,1008,200000000,0,0,0,0,0,0,0,0
3478,1023,200000000,0,0,0,0,0,1,0,0
3479,1024,200000000,0,0,0,0,0,1,1,0
3480,1025,200000000,0,0,0,0,0,1,0,0
3481,1026,200000000,0,0,0,0,0,0,0,0
3482,1027,200000000,0,0,0,0,0,1,0,0
3483,1028,200000000,0,0,0,0,0,1,1,0
3485,1030,200000000,0,0,0,0,0,1,0,0
3487,1032,200000000,0,0,0,0,0,1,1,0
3489,1034,200000000,0,0,0,0,0,1,0,0
3492,1037,200000000,0,0,0,0,0,0,0,0
3506,1051,200000000,0,0,0,0,0,1,0,0
3507,1052,200000000,0,0,0,0,0,1,1,0
3509,1054,200000000,0,0,0,0,0,1,0,0
3510,1055,200000000,0,0,0,0,0,0,0,0
3511,1056,200000000,0,0,0,0,0,1,0,0
3512,1057,200000000,0,0,0,0,0,1,1,0
3514,1059,200000000,0,0,0,0,0,1,0,0
3516,1061,200000000,0,0,0,0,0,1,1,0
3518,1063,200000000,0,0,0,0,0,1,0,0
3520,1065,200000000,0,0,0,0,0,1,1,0
3521,1066,200000000,0,0,0,0,0,0,0,0
3535,1080,200000000,0,0,0,0,0,1,0,0
3536,1081,200000000,0,0,0,0,0,1,1,0
3538,1083,200000000,0,0,0,0,0,1,0,0
3541,1086,200000000,0,0,0,0,0,1,1,0
3542,1087,200000000,0,0,0,0,0,1,0,0
3545,1090,200000000,0,0,0,0,0,1,1,0
3547,1092,200000000,0,0,0,0,0,1,0,0
3549,1094,200000000,0,0,0,0,0,1,1,0
3550,1095,200000000,0,0,0,0,0,0,0,0
3564,1109,200000000,0,0,0,0,0,1,0,0
3565,1110,200000000,0,0,0,0,0,1,1,0
3567,1112,200000000,0,0,0,0,0,1,0,0
3569,1114,200000000,0,0,0,0,0,1,1,0
3571,1116,200000000,0,0,0,0,0,1,0,0
3574,1119,200000000,0,0,0,0,0,1,1,0
3576,1121,200000000,0,0,0,0,0,1,0,0
3578,1123,200000000,0,0,0,0,0,1,1,0
3579,1124,200000000,0,0,0,0,0,0,0,0
3593,1138,200000000,0,0,0,0,0,1,0,0
3594,1139,200000000,0,0,0,0,0,1,1,0
3596,1141,200000000,0,0,0,0,0,1,0,0
3598,1143,200000000,0,0,0,0,0,1,1,0
3600,1145,200000000,0,0,0,0,0,1,0,0
3602,1147,200000000,0,0,0,0,0,1,1,0
3604,1149,200000000,0,0,0,0,0,1,0,0
3606,1151,200000000,0,0,0,0,0,1,1,0
3607,1152,200000000,0,0,0,0,0,0,1,0
3608,1153,200000000,0,0,0,0,0,0,0,0
3622,1167,200000000,0,0,0,0,0,1,0,0
3623,1168,200000000,0,0,0,0,0,1,1,0
3624,1169,200000000,0,0,0,0,0,1,0,0
3625,1170,200000000,0,0,0,0,0,0,0,0
3626,1171,200000000,0,0,0,0,0,1,0,0
3627,1172,200000000,0,0,0,0,0,1,1,0
3629,1174,200000000,0,0,0,0,0,1,0,0
3631,1176,200000000,0,0,0,0,0,1,1,0
3633,1178,200000000,0,0,0,0,0,1,0,0
3635,1180,200000000,0,0,0,0,0,1,1,0
3636,1181,200000000,0,0,0,0,0,0,1,0
3637,1182,200000000,0,0,0,0,0,0,0,0
3650,1195,200000000,0,0,0,0,0,1,0,0
3651,1196,200000000,0,0,0,0,0,1,1,0
3653,1198,200000000,0,0,0,0,0,1,0,0
3654,1199,200000000,0,0,0,0,0,0,0,0
3655,1200,200000000,0,0,0,0,0,1,0,0
3656,1201,200000000,0,0,0,0,0,1,1,0
3658,1203,200000000,0,0,0,0,0,1,0,0
3660,1205,200000000,0,0,0,0,0,1,1,0
3662,1207,200000000,0,0,0,0,0,1,0,0
3664,1209,200000000,0,0,0,0,0,1,1,0
3665,1210,200000000,0,0,0,0,0,0,1,0
3666,1211,200000000,0,0,0,0,0,0,0,0
3679,1224,200000000,0,0,0,0,0,1,0,0
3680,1225,200000000,0,0,0,0,0,1,1,0
3682,1227,200000000,0,0,0,0,0,1,0,0
3685,1230,200000000,0,0,0,0,0,1,1,0
3686,1231,200000000,0,0,0,0,0,1,0,0
3689,1234,200000000,0,0,0,0,0,1,1,0
3691,1236,200000000,0,0,0,0,0,1,0,0
3693,1238,200000000,0,0,0,0,0,1,1,0
3694,1239,200000000,0,0,0,0,0,0,0,0
3708,1253,200000000,0,0,0,0,0,1,0,0
3709,1254,200000000,0,0,0,0,0,1,1,0
3711,1256,200000000,0,0,0,0,0,1,0,0
3713,1258,200000000,0,0,0,0,0,1,1,0
3715,1260,200000000,0,0,0,0,0,1,0,0
3718,1263,200000000,0,0,0,0,0,1,1,0
3720,1265,200000000,0,0,0,0,0,1,0,0
3722,1267,200000000,0,0,0,0,0,1,1,0
3723,1268,200000000,0,0,0,0,0,0,0,0
3737,1282,200000000,0,0,0,0,0,1,0,0
3738,1283,200000000,0,0,0,0,0,1,1,0
3740,1285,200000000,0,0,0,0,0,1,0,0
3742,1287,200000000,0,0,0,0,0,1,1,0
3744,1289,200000000,0,0,0,0,0,1,0,0
3746,1291,200000000,0,0,0,0,0,1,1,0
3748,1293,200000000,0,0,0,0,0,1,0,0
3751,1296,200000000,0,0,0,0,0,0,1,0
3752,1297,200000000,0,0,0,0,0,0,0,0
3766,1311,200000000,0,0,0,0,0,1,0,0
3767,1312,200000000,0,0,0,0,0,1,1,0
3768,1313,200000000,0,0,0,0,0,1,0,0
3769,1314,200000000,0,0,0,0,0,0,0,0
3770,1315,200000000,0,0,0,0,0,1,0,0
3771,1316,200000000,0,0,0,0,0,1,1,0
3773,1318,200000000,0,0,0,0,0,1,0,0
3775,1320,200000000,0,0,0,0,0,1,1,0
3777,1322,200000000,0,0,0,0,0,1,0,0
3779,1324,200000000,0,0,0,0,0,1,1,0
3780,1325,200000000,0,0,0,0,0,0,1,0
3781,1326,200000000,0,0,0,0,0,0,0,0
3795,1340,200000000,0,0,0,0,0,1,1,0
3797,1342,200000000,0,0,0,0,0,1,0,0
3798,1343,200000000,0,0,0,0,0,0,0,0
3799,1344,200000000,0,0,0,0,0,1,0,0
3800,1345,200000000,0,0,0,0,0,1,1,0
3802,1347,200000000,0,0,0,0,0,1,0,0
3804,1349,200000000,0,0,0,0,0,1,1,0
3806,1351,200000000,0,0,0,0,0,1,0,0
3808,1353,200000000,0,0,0,0,0,1,1,0
3809,1354,200000000,0,0,0,0,0,0,0,0
3823,1368,200000000,0,0,0,0,0,1,0,0
3824,1369,200000000,0,0,0,0,0,1,1,0
3826,1371,200000000,0,0,0,0,0,1,0,0
3829,1374,200000000,0,0,0,0,0,1,1,0
3830,1375,200000000,0,0,0,0,0,1,0,0
3833,1378,200000000,0,0,0,0,0,1,1,0
3835,1380,200000000,0,0,0,0,0,1,0,0
3837,1382,200000000,0,0,0,0,0,1,1,0
3838,1383,200000000,0,0,0,0,0,0,0,0
3852,1397,200000000,0,0,0,0,0,1,0,0
3853,1398,200000000,0,0,0,0,0,1,1,0
3855,1400,200000000,0,0,0,0,0,1,0,0
3857,1402,200000000,0,0,0,0,0,1,1,0
3859,1404,200000000,0,0,0,0,0,1,0,0
3862,1407,200000000,0,0,0,0,0,1,1,0
3864,1409,200000000,0,0,0,0,0,1,0,0
3866,1411,200000000,0,0,0,0,0,1,1,0
3867,1412,200000000,0,0,0,0,0,0,0,0
3881,1426,200000000,0,0,0,0,0,1,0,0
3882,1427,200000000,0,0,0,0,0,1,1,0
3884,1429,200000000,0,0,0,0,0,1,0,0
3886,1431,200000000,0,0,0,0,0,1,1,0
3888,1433,200000000,0,0,0,0,0,1,0,0
3890,1435,200000000,0,0,0,0,0,1,1,0
3892,1437,200000000,0,0,0,0,0,1,0,0
3895,1440,200000000,0,0,0,0,0,0,1,0
3896,1441,200000000,0,0,0,0,0,0,0,0
3910,1455,200000000,0,0,0,0,0,1,0,0
3911,1456,200000000,0,0,0,0,0,1,1,0
3912,1457,200000000,0,0,0,0,0,1,0,0
3913,1458,200000000,0,0,0,0,0,0,0,0
3914,1459,200000000,0,0,0,0,0,1,0,0
3915,1460,200000000,0,0,0,0,0,1,1,0
3917,1462,200000000,0,0,0,0,0,1,0,0
3919,1464,200000000,0,0,0,0,0,1,1,0
3921,1466,200000000,0,0,0,0,0,1,0,0
3923,1468,200000000,0,0,0,0,0,1,1,0
3924,1469,200000000,0,0,0,0,0,0,1,0
3925,1470,200000000,0,0,0,0,0,0,0,0
3938,1483,200000000,0,0,0,0,0,1,0,0
3939,1484,200000000,0,0,0,0,0,1,1,0
3941,1486,200000000,0,0,0,0,0,1,0,0
3942,1487,200000000,0,0,0,0,0,0,0,0
3943,1488,200000000,0,0,0,0,0,1,0,0
3944,1489,200000000,0,0,0,0,0,1,1,0
3946,1491,200000000,0,0,0,0,0,1,0,0
3948,1493,200000000,0,0,0,0,0,1,1,0
3950,1495,200000000,0,0,0,0,0,1,0,0
3952,1497,200000000,0,0,0,0,0,1,1,0
3953,1498,200000000,0,0,0,0,0,0,1,0
3954,1499,200000000,0,0,0,0,0,0,0,0
3967,1512,200000000,0,0,0,0,0,1,0,0
3968,1513,200000000,0,0,0,0,0,1,1,0
3970,1515,200000000,0,0,0,0,0,1,0,0
3973,1518,200000000,0,0,0,0,0,1,1,0
3974,1519,200000000,0,0,0,0,0,1,0,0
3977,1522,200000000,0,0,0,0,0,1,1,0
3979,1524,200000000,0,0,0,0,0,1,0,0
3981,1526,200000000,0,0,0,0,0,1,1,0
3982,1527,200000000,0,0,0,0,0,0,0,0
3996,1541,200000000,0,0,0,0,0,1,0,0
3997,1542,200000000,0,0,0,0,0,1,1,0
3999,1544,200000000,0,0,0,0,0,1,0,0
4001,1546,200000000,0,0,0,0,0,1,1,0
4003,1548,200000000,0,0,0,0,0,1,0,0
4006,1551,200000000,0,0,0,0,0,1,1,0
4008,1553,200000000,0,0,0,0,0,1,0,0
4010,1555,200000000,0,0,0,0,0,1,1,0
4011,1556,200000000,0,0,0,0,0,0,0,0
4025,1570,200000000,0,0,0,0,0,1,0,0
4026,1571,200000000,0,0,0,0,0,1,1,0
4028,1573,200000000,0,0,0,0,0,1,0,0
4030,1575,200000000,0,0,0,0,0,1,1,0
4032,1577,200000000,0,0,0,0,0,1,0,0
4034,1579,200000000,0,0,0,0,0,1,1,0
4036,1581,200000000,0,0,0,0,0,1,0,0
4038,1583,200000000,0,0,0,0,0,1,1,0
4039,1584,200000000,0,0,0,0,0,0,1,0
4040,1585,200000000,0,0,0,0,0,0,0,0
4054,1599,200000000,0,0,0,0,0,1,0,0
4055,1600,200000000,0,0,0,0,0,1,1,0
4056,1601,200000000,0,0,0,0,0,1,0,0
4057,1602,200000000,0,0,0,0,0,0,0,0
4058,1603,200000000,0,0,0,0,0,1,0,0
4059,1604,200000000,0,0,0,0,0,1,1,0
4061,1606,200000000,0,0,0,0,0,1,0,0
4063,1608,200000000,0,0,0,0,0,1,1,0
