"timestamp (abs)","timestamp (rel)","sample rate (Hz)","Channel-7","Channel-6","Channel-5","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
7459,5004,200000000,0,0,0,0,0,1,0,0
7462,5007,200000000,0,0,0,0,0,1,1,0
7464,5009,200000000,0,0,0,0,0,1,0,0
7466,5011,200000000,0,0,0,0,0,1,1,0
7467,5012,200000000,0,0,0,0,0,0,0,0
7481,5026,200000000,0,0,0,0,0,1,0,0
7482,5027,200000000,0,0,0,0,0,1,1,0
7484,5029,200000000,0,0,0,0,0,1,0,0
7486,5031,200000000,0,0,0,0,0,1,1,0
7488,5033,200000000,0,0,0,0,0,1,0,0
7490,5035,200000000,0,0,0,0,0,1,1,0
7492,5037,200000000,0,0,0,0,0,1,0,0
7494,5039,200000000,0,0,0,0,0,1,1,0
7495,5040,200000000,0,0,0,0,0,0,1,0
7496,5041,200000000,0,0,0,0,0,0,0,0
7510,5055,200000000,0,0,0,0,0,1,0,0
7511,5056,200000000,0,0,0,0,0,1,1,0
7512,5057,200000000,0,0,0,0,0,1,0,0
7513,5058,200000000,0,0,0,0,0,0,0,0
7514,5059,200000000,0,0,0,0,0,1,0,0
7515,5060,200000000,0,0,0,0,0,1,1,0
7517,5062,200000000,0,0,0,0,0,1,0,0
7519,5064,200000000,0,0,0,0,0,1,1,0
7521,5066,200000000,0,0,0,0,0,1,0,0
7523,5068,200000000,0,0,0,0,0,1,1,0
7524,5069,200000000,0,0,0,0,0,0,1,0
7525,5070,200000000,0,0,0,0,0,0,0,0
7538,5083,200000000,0,0,0,0,0,1,0,0
7539,5084,200000000,0,0,0,0,0,1,1,0
7541,5086,200000000,0,0,0,0,0,1,0,0
7542,5087,200000000,0,0,0,0,0,0,0,0
7543,5088,200000000,0,0,0,0,0,1,0,0
7544,5089,200000000,0,0,0,0,0,1,1,0
7546,5091,200000000,0,0,0,0,0,1,0,0
7548,5093,200000000,0,0,0,0,0,1,1,0
7550,5095,200000000,0,0,0,0,0,1,0,0
7552,5097,200000000,0,0,0,0,0,1,1,0
7553,5098,200000000,0,0,0,0,0,0,1,0
7554,5099,200000000,0,0,0,0,0,0,0,0
7567,5112,200000000,0,0,0,0,0,1,0,0
7568,5113,200000000,0,0,0,0,0,1,1,0
7570,5115,200000000,0,0,0,0,0,1,0,0
7573,5118,200000000,0,0,0,0,0,1,1,0
7574,5119,200000000,0,0,0,0,0,1,0,0
7577,5122,200000000,0,0,0,0,0,1,1,0
7579,5124,200000000,0,0,0,0,0,1,0,0
7581,5126,200000000,0,0,0,0,0,1,1,0
7582,5127,200000000,0,0,0,0,0,0,0,0
7596,5141,200000000,0,0,0,0,0,1,0,0
7597,5142,200000000,0,0,0,0,0,1,1,0
7599,5144,200000000,0,0,0,0,0,1,0,0
7601,5146,200000000,0,0,0,0,0,1,1,0
7603,5148,200000000,0,0,0,0,0,1,0,0
7605,5150,200000000,0,0,0,0,0,1,1,0
7608,5153,200000000,0,0,0,0,0,1,0,0
7610,5155,200000000,0,0,0,0,0,1,1,0
7611,5156,200000000,0,0,0,0,0,0,0,0
7625,5170,200000000,0,0,0,0,0,1,0,0
7626,5171,200000000,0,0,0,0,0,1,1,0
7628,5173,200000000,0,0,0,0,0,1,0,0
7630,5175,200000000,0,0,0,0,0,1,1,0
7632,5177,200000000,0,0,0,0,0,1,0,0
7634,5179,200000000,0,0,0,0,0,1,1,0
7636,5181,200000000,0,0,0,0,0,1,0,0
7638,5183,200000000,0,0,0,0,0,1,1,0
7639,5184,200000000,0,0,0,0,0,0,1,0
7640,5185,200000000,0,0,0,0,0,0,0,0
7654,5199,200000000,0,0,0,0,0,1,0,0
7655,5200,200000000,0,0,0,0,0,1,1,0
7656,5201,200000000,0,0,0,0,0,1,0,0
7657,5202,200000000,0,0,0,0,0,0,0,0
7658,5203,200000000,0,0,0,0,0,1,0,0
7659,5204,200000000,0,0,0,0,0,1,1,0
7661,5206,200000000,0,0,0,0,0,1,0,0
7663,5208,200000000,0,0,0,0,0,1,1,0
7665,5210,200000000,0,0,0,0,0,1,0,0
7667,5212,200000000,0,0,0,0,0,1,1,0
7668,5213,200000000,0,0,0,0,0,0,1,0
7669,5214,200000000,0,0,0,0,0,0,0,0
7682,5227,200000000,0,0,0,0,0,1,0,0
7683,5228,200000000,0,0,0,0,0,1,1,0
7685,5230,200000000,0,0,0,0,0,1,0,0
7686,5231,200000000,0,0,0,0,0,0,0,0
7687,5232,200000000,0,0,0,0,0,1,0,0
7688,5233,200000000,0,0,0,0,0,1,1,0
7690,5235,200000000,0,0,0,0,0,1,0,0
7691,5236,200000000,0,0,0,0,0,1,1,0
7694,5239,200000000,0,0,0,0,0,1,0,0
7696,5241,200000000,0,0,0,0,0,1,1,0
7697,5242,200000000,0,0,0,0,0,0,1,0
7698,5243,200000000,0,0,0,0,0,0,0,0
7711,5256,200000000,0,0,0,0,0,1,0,0
7712,5257,200000000,0,0,0,0,1,1,1,0
7713,5258,200000000,0,0,0,0,0,1,1,0
7714,5259,200000000,0,0,0,0,0,1,0,0
7717,5262,200000000,0,0,0,0,0,1,1,0
7718,5263,200000000,0,0,0,0,0,1,0,0
7720,5265,200000000,0,0,0,0,0,1,1,0
7723,5268,200000000,0,0,0,0,0,1,0,0
7725,5270,200000000,0,0,0,0,0,1,1,0
7726,5271,200000000,0,0,0,0,0,0,1,0
7727,5272,200000000,0,0,0,0,0,0,0,0
7740,5285,200000000,0,0,0,0,0,1,0,0
7741,5286,200000000,0,0,0,0,1,1,1,0
7742,5287,200000000,0,0,0,0,0,1,1,0
7743,5288,200000000,0,0,0,0,0,1,0,0
7745,5290,200000000,0,0,0,0,0,1,1,0
7747,5292,200000000,0,0,0,0,0,1,0,0
7749,5294,200000000,0,0,0,0,0,1,1,0
7752,5297,200000000,0,0,0,0,0,1,0,0
7753,5298,200000000,0,0,0,0,0,1,1,0
7755,5300,200000000,0,0,0,0,0,0,0,0
7769,5314,200000000,0,0,0,0,0,1,0,0
7770,5315,200000000,0,0,0,0,0,1,1,0
7772,5317,200000000,0,0,0,0,0,1,0,0
7774,5319,200000000,0,0,0,0,0,1,1,0
7776,5321,200000000,0,0,0,0,0,1,0,0
7778,5323,200000000,0,0,0,0,0,1,1,0
7781,5326,200000000,0,0,0,0,0,1,0,0
7782,5327,200000000,0,0,0,0,0,1,1,0
7783,5328,200000000,0,0,0,0,0,0,1,0
7784,5329,200000000,0,0,0,0,0,0,0,0
7798,5343,200000000,0,0,0,0,0,1,0,0
7799,5344,200000000,0,0,0,0,0,1,1,0
7800,5345,200000000,0,0,0,0,0,1,0,0
7801,5346,200000000,0,0,0,0,0,0,0,0
7802,5347,200000000,0,0,0,0,0,1,0,0
7803,5348,200000000,0,0,0,0,0,1,1,0
7805,5350,200000000,0,0,0,0,0,1,0,0
7807,5352,200000000,0,0,0,0,0,1,1,0
7809,5354,200000000,0,0,0,0,0,1,0,0
7811,5356,200000000,0,0,0,0,0,1,1,0
7812,5357,200000000,0,0,0,0,0,0,1,0
7813,5358,200000000,0,0,0,0,0,0,0,0
7826,5371,200000000,0,0,0,0,0,1,0,0
7827,5372,200000000,0,0,0,0,0,1,1,0
7829,5374,200000000,0,0,0,0,0,1,0,0
7830,5375,200000000,0,0,0,0,0,0,0,0
7831,5376,200000000,0,0,0,0,0,1,0,0
7832,5377,200000000,0,0,0,0,0,1,1,0
7834,5379,200000000,0,0,0,0,0,1,0,0
7835,5380,200000000,0,0,0,0,0,1,1,0
7838,5383,200000000,0,0,0,0,0,1,0,0
7840,5385,200000000,0,0,0,0,0,1,1,0
7841,5386,200000000,0,0,0,0,0,0,1,0
7842,5387,200000000,0,0,0,0,0,0,0,0
7855,5400,200000000,0,0,0,0,0,1,0,0
7856,5401,200000000,0,0,0,0,0,1,1,0
7858,5403,200000000,0,0,0,0,0,1,0,0
7861,5406,200000000,0,0,0,0,0,1,1,0
7862,5407,200000000,0,0,0,0,0,1,0,0
7864,5409,200000000,0,0,0,0,0,1,1,0
7867,5412,200000000,0,0,0,0,0,1,0,0
7869,5414,200000000,0,0,0,0,0,1,1,0
7870,5415,200000000,0,0,0,0,0,0,1,0
7871,5416,200000000,0,0,0,0,0,0,0,0
7884,5429,200000000,0,0,0,0,0,1,0,0
7885,5430,200000000,0,0,0,0,0,1,1,0
7887,5432,200000000,0,0,0,0,0,1,0,0
7889,5434,200000000,0,0,0,0,0,1,1,0
7891,5436,200000000,0,0,0,0,0,1,0,0
7893,5438,200000000,0,0,0,0,0,1,1,0
7896,5441,200000000,0,0,0,0,0,1,0,0
7897,5442,200000000,0,0,0,0,0,1,1,0
7899,5444,200000000,0,0,0,0,0,0,0,0
7913,5458,200000000,0,0,0,0,0,1,0,0
7914,5459,200000000,0,0,0,0,0,1,1,0
7916,5461,200000000,0,0,0,0,0,1,0,0
7918,5463,200000000,0,0,0,0,0,1,1,0
7920,5465,200000000,0,0,0,0,0,1,0,0
7922,5467,200000000,0,0,0,0,0,1,1,0
7925,5470,200000000,0,0,0,0,0,1,0,0
7926,5471,200000000,0,0,0,0,0,1,1,0
7927,5472,200000000,0,0,0,0,0,0,1,0
7928,5473,200000000,0,0,0,0,0,0,0,0
7942,5487,200000000,0,0,0,0,0,1,0,0
7943,5488,200000000,0,0,0,0,0,1,1,0
7944,5489,200000000,0,0,0,0,0,1,0,0
7945,5490,200000000,0,0,0,0,0,0,0,0
7946,5491,200000000,0,0,0,0,0,1,0,0
7947,5492,200000000,0,0,0,0,0,1,1,0
7949,5494,200000000,0,0,0,0,0,1,0,0
7951,5496,200000000,0,0,0,0,0,1,1,0
7953,5498,200000000,0,0,0,0,0,1,0,0
7955,5500,200000000,0,0,0,0,0,1,1,0
7956,5501,200000000,0,0,0,0,0,0,1,0
7957,5502,200000000,0,0,0,0,0,0,0,0
7970,5515,200000000,0,0,0,0,0,1,0,0
7971,5516,200000000,0,0,0,0,0,1,1,0
7973,5518,200000000,0,0,0,0,0,1,0,0
7974,5519,200000000,0,0,0,0,0,0,0,0
7975,5520,200000000,0,0,0,0,0,1,0,0
7976,5521,200000000,0,0,0,0,0,1,1,0
7978,5523,200000000,0,0,0,0,0,1,0,0
7980,5525,200000000,0,0,0,0,0,1,1,0
7982,5527,200000000,0,0,0,0,0,1,0,0
7984,5529,200000000,0,0,0,0,0,1,1,0
7985,5530,200000000,0,0,0,0,0,0,1,0
7986,5531,200000000,0,0,0,0,0,0,0,0
7999,5544,200000000,0,0,0,0,0,1,0,0
8000,5545,200000000,0,0,0,0,0,1,1,0
8002,5547,200000000,0,0,0,0,0,1,0,0
8005,5550,200000000,0,0,0,0,0,1,1,0
8006,5551,200000000,0,0,0,0,0,1,0,0
8008,5553,200000000,0,0,0,0,0,1,1,0
8011,5556,200000000,0,0,0,0,0,1,0,0
8013,5558,200000000,0,0,0,0,0,1,1,0
8014,5559,200000000,0,0,0,0,0,0,0,0
8028,5573,200000000,0,0,0,0,0,1,0,0
8029,5574,200000000,0,0,0,0,0,1,1,0
8031,5576,200000000,0,0,0,0,0,1,0,0
8033,5578,200000000,0,0,0,0,0,1,1,0
8035,5580,200000000,0,0,0,0,0,1,0,0
8038,5583,200000000,0,0,0,0,0,1,1,0
8039,5584,200000000,0,0,0,0,0,1,0,0
8043,5588,200000000,0,0,0,0,0,0,0,0
8057,5602,200000000,0,0,0,0,0,1,0,0
8058,5603,200000000,0,0,0,0,0,1,1,0
8059,5604,200000000,0,0,0,0,0,1,0,0
8062,5607,200000000,0,0,0,0,0,1,1,0
8064,5609,200000000,0,0,0,0,0,1,0,0
8067,5612,200000000,0,0,0,0,0,1,1,0
8068,5613,200000000,0,0,0,0,0,1,0,0
8071,5616,200000000,0,0,0,0,0,0,0,0
8086,5631,200000000,0,0,0,0,0,1,0,0
8087,5632,200000000,0,0,0,0,0,1,1,0
8088,5633,200000000,0,0,0,0,0,1,0,0
8089,5634,200000000,0,0,0,0,0,0,0,0
8090,5635,200000000,0,0,0,0,0,1,0,0
8091,5636,200000000,0,0,0,0,0,1,1,0
8093,5638,200000000,0,0,0,0,0,1,0,0
8096,5641,200000000,0,0,0,0,0,1,1,0
8097,5642,200000000,0,0,0,0,0,1,0,0
8100,5645,200000000,0,0,0,0,0,0,0,0
8114,5659,200000000,0,0,0,0,0,1,0,0
8115,5660,200000000,0,0,0,0,0,1,1,0
8117,5662,200000000,0,0,0,0,0,1,0,0
8118,5663,200000000,0,0,0,0,0,0,0,0
8119,5664,200000000,0,0,0,0,0,1,0,0
8120,5665,200000000,0,0,0,0,0,1,1,0
8122,5667,200000000,0,0,0,0,0,1,0,0
8124,5669,200000000,0,0,0,0,0,1,1,0
8126,5671,200000000,0,0,0,0,0,1,0,0
8128,5673,200000000,0,0,0,0,0,1,1,0
8129,5674,200000000,0,0,0,0,0,0,0,0
8143,5688,200000000,0,0,0,0,0,1,0,0
8144,5689,200000000,0,0,0,0,0,1,1,0
8146,5691,200000000,0,0,0,0,0,1,0,0
8149,5694,200000000,0,0,0,0,0,1,1,0
8150,5695,200000000,0,0,0,0,0,1,0,0
8153,5698,200000000,0,0,0,0,0,1,1,0
8155,5700,200000000,0,0,0,0,0,1,0,0
8158,5703,200000000,0,0,0,0,0,0,0,0
8172,5717,200000000,0,0,0,0,0,1,0,0
8173,5718,200000000,0,0,0,0,0,1,1,0
8175,5720,200000000,0,0,0,0,0,1,0,0
8177,5722,200000000,0,0,0,0,0,1,1,0
8179,5724,200000000,0,0,0,0,0,1,0,0
8182,5727,200000000,0,0,0,0,0,1,1,0
8184,5729,200000000,0,0,0,0,0,1,0,0
8186,5731,200000000,0,0,0,0,0,1,1,0
8187,5732,200000000,0,0,0,0,0,0,0,0
8201,5746,200000000,0,0,0,0,0,1,0,0
8202,5747,200000000,0,0,0,0,0,1,1,0
8204,5749,200000000,0,0,0,0,0,1,0,0
8206,5751,200000000,0,0,0,0,0,1,1,0
8208,5753,200000000,0,0,0,0,0,1,0,0
8211,5756,200000000,0,0,0,0,0,1,1,0
8212,5757,200000000,0,0,0,0,0,1,0,0
8215,5760,200000000,0,0,0,0,0,0,0,0
8230,5775,200000000,0,0,0,0,0,1,0,0
8231,5776,200000000,0,0,0,0,0,1,1,0
8232,5777,200000000,0,0,0,0,0,1,0,0
8233,5778,200000000,0,0,0,0,0,0,0,0
8234,5779,200000000,0,0,0,0,0,1,0,0
8235,5780,200000000,0,0,0,0,0,1,1,0
8237,5782,200000000,0,0,0,0,0,1,0,0
8240,5785,200000000,0,0,0,0,0,1,1,0
8241,5786,200000000,0,0,0,0,0,1,0,0
8244,5789,200000000,0,0,0,0,0,0,0,0
8258,5803,200000000,0,0,0,0,0,1,0,0
8259,5804,200000000,0,0,0,0,0,1,1,0
8261,5806,200000000,0,0,0,0,0,1,0,0
8262,5807,200000000,0,0,0,0,0,0,0,0
8263,5808,200000000,0,0,0,0,0,1,0,0
8264,5809,200000000,0,0,0,0,0,1,1,0
8266,5811,200000000,0,0,0,0,0,1,0,0
8268,5813,200000000,0,0,0,0,0,1,1,0
8270,5815,200000000,0,0,0,0,0,1,0,0
8272,5817,200000000,0,0,0,0,0,1,1,0
8273,5818,200000000,0,0,0,0,0,0,1,0
8274,5819,200000000,0,0,0,0,0,0,0,0
8287,5832,200000000,0,0,0,0,0,1,0,0
8288,5833,200000000,0,0,0,0,0,1,1,0
8290,5835,200000000,0,0,0,0,0,1,0,0
8293,5838,200000000,0,0,0,0,0,1,1,0
8294,5839,200000000,0,0,0,0,0,1,0,0
8297,5842,200000000,0,0,0,0,0,1,1,0
8299,5844,200000000,0,0,0,0,0,1,0,0
8301,5846,200000000,0,0,0,0,0,1,1,0
8302,5847,200000000,0,0,0,0,0,0,0,0
8316,5861,200000000,0,0,0,0,0,1,0,0
8317,5862,200000000,0,0,0,0,0,1,1,0
8319,5864,200000000,0,0,0,0,0,1,0,0
8321,5866,200000000,0,0,0,0,0,1,1,0
8323,5868,200000000,0,0,0,0,0,1,0,0
8326,5871,200000000,0,0,0,0,0,1,1,0
8328,5873,200000000,0,0,0,0,0,1,0,0
8330,5875,200000000,0,0,0,0,0,1,1,0
8331,5876,200000000,0,0,0,0,0,0,0,0
8345,5890,200000000,0,0,0,0,0,1,0,0
8346,5891,200000000,0,0,0,0,0,1,1,0
8348,5893,200000000,0,0,0,0,0,1,0,0
8350,5895,200000000,0,0,0,0,0,1,1,0
8352,5897,200000000,0,0,0,0,0,1,0,0
8354,5899,200000000,0,0,0,0,0,1,1,0
8356,5901,200000000,0,0,0,0,0,1,0,0
8358,5903,200000000,0,0,0,0,0,1,1,0
8359,5904,200000000,0,0,0,0,0,0,0,0
8374,5919,200000000,0,0,0,0,0,1,0,0
8375,5920,200000000,0,0,0,0,0,1,1,0
8376,5921,200000000,0,0,0,0,0,1,0,0
8377,5922,200000000,0,0,0,0,0,0,0,0
8378,5923,200000000,0,0,0,0,0,1,0,0
8379,5924,200000000,0,0,0,0,0,1,1,0
8381,5926,200000000,0,0,0,0,0,1,0,0
8383,5928,200000000,0,0,0,0,0,1,1,0
8385,5930,200000000,0,0,0,0,0,1,0,0
8387,5932,200000000,0,0,0,0,0,1,1,0
8388,5933,200000000,0,0,0,0,0,0,1,0
8389,5934,200000000,0,0,0,0,0,0,0,0
8402,5947,200000000,0,0,0,0,0,1,0,0
8403,5948,200000000,0,0,0,0,0,1,1,0
8405,5950,200000000,0,0,0,0,0,1,0,0
8406,5951,200000000,0,0,0,0,0,0,0,0
8407,5952,200000000,0,0,0,0,0,1,0,0
8408,5953,200000000,0,0,0,0,0,1,1,0
8410,5955,200000000,0,0,0,0,0,1,0,0
8412,5957,200000000,0,0,0,0,0,1,1,0
8414,5959,200000000,0,0,0,0,0,1,0,0
8416,5961,200000000,0,0,0,0,0,1,1,0
8417,5962,200000000,0,0,0,0,0,0,0,0
8431,5976,200000000,0,0,0,0,0,1,0,0
8432,5977,200000000,0,0,0,0,0,1,1,0
8434,5979,200000000,0,0,0,0,0,1,0,0
8437,5982,200000000,0,0,0,0,0,1,1,0
8438,5983,200000000,0,0,0,0,0,1,0,0
8441,5986,200000000,0,0,0,0,0,1,1,0
8443,5988,200000000,0,0,0,0,0,1,0,0
8445,5990,200000000,0,0,0,0,0,1,1,0
8446,5991,200000000,0,0,0,0,0,0,0,0
8460,6005,200000000,0,0,0,0,0,1,0,0
8461,6006,200000000,0,0,0,0,0,1,1,0
8463,6008,200000000,0,0,0,0,0,1,0,0
8465,6010,200000000,0,0,0,0,0,1,1,0
8467,6012,200000000,0,0,0,0,0,1,0,0
8470,6015,200000000,0,0,0,0,0,1,1,0
8472,6017,200000000,0,0,0,0,0,1,0,0
8474,6019,200000000,0,0,0,0,0,1,1,0
8475,6020,200000000,0,0,0,0,0,0,0,0
8489,6034,200000000,0,0,0,0,0,1,0,0
8490,6035,200000000,0,0,0,0,0,1,1,0
8492,6037,200000000,0,0,0,0,0,1,0,0
8494,6039,200000000,0,0,0,0,0,1,1,0
8496,6041,200000000,0,0,0,0,0,1,0,0
8498,6043,200000000,0,0,0,0,0,1,1,0
8500,6045,200000000,0,0,0,0,0,1,0,0
8502,6047,200000000,0,0,0,0,0,1,1,0
8503,6048,200000000,0,0,0,0,0,0,0,0
8518,6063,200000000,0,0,0,0,0,1,0,0
8519,6064,200000000,0,0,0,0,0,1,1,0
8520,6065,200000000,0,0,0,0,0,1,0,0
8521,6066,200000000,0,0,0,0,0,0,0,0
8522,6067,200000000,0,0,0,0,0,1,0,0
8523,6068,200000000,0,0,0,0,0,1,1,0
8525,6070,200000000,0,0,0,0,0,1,0,0
8527,6072,200000000,0,0,0,0,0,1,1,0
8529,6074,200000000,0,0,0,0,0,1,0,0
8531,6076,200000000,0,0,0,0,0,1,1,0
8532,6077,200000000,0,0,0,0,0,0,1,0
8533,6078,200000000,0,0,0,0,0,0,0,0
8546,6091,200000000,0,0,0,0,0,1,0,0
8547,6092,200000000,0,0,0,0,0,1,1,0
8549,6094,200000000,0,0,0,0,0,1,0,0
8550,6095,200000000,0,0,0,0,0,0,0,0
8551,6096,200000000,0,0,0,0,0,1,0,0
8552,6097,200000000,0,0,0,0,0,1,1,0
8554,6099,200000000,0,0,0,0,0,1,0,0
8556,6101,200000000,0,0,0,0,0,1,1,0
8558,6103,200000000,0,0,0,0,0,1,0,0
8560,6105,200000000,0,0,0,0,0,1,1,0
8561,6106,200000000,0,0,0,0,0,0,0,0
8575,6120,200000000,0,0,0,0,0,1,0,0
8576,6121,200000000,0,0,0,0,0,1,1,0
8578,6123,200000000,0,0,0,0,0,1,0,0
8581,6126,200000000,0,0,0,0,0,1,1,0
8582,6127,200000000,0,0,0,0,0,1,0,0
8585,6130,200000000,0,0,0,0,0,1,1,0
8587,6132,200000000,0,0,0,0,0,1,0,0
8589,6134,200000000,0,0,0,0,0,1,1,0
8590,6135,200000000,0,0,0,0,0,0,0,0
8604,6149,200000000,0,0,0,0,0,1,0,0
8605,6150,200000000,0,0,0,0,0,1,1,0
8607,6152,200000000,0,0,0,0,0,1,0,0
8609,6154,200000000,0,0,0,0,0,1,1,0
8611,6156,200000000,0,0,0,0,0,1,0,0
8614,6159,200000000,0,0,0,0,0,1,1,0
8616,6161,200000000,0,0,0,0,0,1,0,0
8618,6163,200000000,0,0,0,0,0,1,1,0
8619,6164,200000000,0,0,0,0,0,0,0,0
8633,6178,200000000,0,0,0,0,0,1,0,0
8634,6179,200000000,0,0,0,0,0,1,1,0
8636,6181,200000000,0,0,0,0,0,1,0,0
8638,6183,200000000,0,0,0,0,0,1,1,0
8640,6185,200000000,0,0,0,0,0,1,0,0
8642,6187,200000000,0,0,0,0,0,1,1,0
8644,6189,200000000,0,0,0,0,0,1,0,0
8646,6191,200000000,0,0,0,0,0,1,1,0
8647,6192,200000000,0,0,0,0,0,0,1,0
8648,6193,200000000,0,0,0,0,0,0,0,0
8662,6207,200000000,0,0,0,0,0,1,0,0
8663,6208,200000000,0,0,0,0,0,1,1,0
8664,6209,200000000,0,0,0,0,0,1,0,0
8665,6210,200000000,0,0,0,0,0,0,0,0
8666,6211,200000000,0,0,0,0,0,1,0,0
8667,6212,200000000,0,0,0,0,0,1,1,0
8669,6214,200000000,0,0,0,0,0,1,0,0
8671,6216,200000000,0,0,0,0,0,1,1,0
8673,6218,200000000,0,0,0,0,0,1,0,0
8675,6220,200000000,0,0,0,0,0,1,1,0
8676,6221,200000000,0,0,0,0,0,0,1,0
8677,6222,200000000,0,0,0,0,0,0,0,0
8690,6235,200000000,0,0,0,0,0,1,0,0
8691,6236,200000000,0,0,0,0,0,1,1,0
8693,6238,200000000,0,0,0,0,0,1,0,0
8694,6239,200000000,0,0,0,0,0,0,0,0
8695,6240,200000000,0,0,0,0,0,1,0,0
8696,6241,200000000,0,0,0,0,0,1,1,0
8698,6243,200000000,0,0,0,0,0,1,0,0
8700,6245,200000000,0,0,0,0,0,1,1,0
8702,6247,200000000,0,0,0,0,0,1,0,0
8704,6249,200000000,0,0,0,0,0,1,1,0
8705,6250,200000000,0,0,0,0,0,0,0,0
8719,6264,200000000,0,0,0,0,0,1,0,0
8720,6265,200000000,0,0,0,0,0,1,1,0
8722,6267,200000000,0,0,0,0,0,1,0,0
8725,6270,200000000,0,0,0,0,0,1,1,0
8726,6271,200000000,0,0,0,0,0,1,0,0
8729,6274,200000000,0,0,0,0,0,1,1,0
8731,6276,200000000,0,0,0,0,0,1,0,0
8733,6278,200000000,0,0,0,0,0,1,1,0
8734,6279,200000000,0,0,0,0,0,0,0,0
8748,6293,200000000,0,0,0,0,0,1,0,0
8749,6294,200000000,0,0,0,0,0,1,1,0
8751,6296,200000000,0,0,0,0,0,1,0,0
8753,6298,200000000,0,0,0,0,0,1,1,0
8755,6300,200000000,0,0,0,0,0,1,0,0
8758,6303,200000000,0,0,0,0,0,1,1,0
8760,6305,200000000,0,0,0,0,0,1,0,0
8762,6307,200000000,0,0,0,0,0,1,1,0
8763,6308,200000000,0,0,0,0,0,0,0,0
8777,6322,200000000,0,0,0,0,0,1,0,0
8778,6323,200000000,0,0,0,0,0,1,1,0
8780,6325,200000000,0,0,0,0,0,1,0,0
8782,6327,200000000,0,0,0,0,0,1,1,0
8784,6329,200000000,0,0,0,0,0,1,0,0
8786,6331,200000000,0,0,0,0,0,1,1,0
8788,6333,200000000,0,0,0,0,0,1,0,0
8790,6335,200000000,0,0,0,0,0,1,1,0
8791,6336,200000000,0,0,0,0,0,0,0,0
8806,6351,200000000,0,0,0,0,0,1,0,0
8807,6352,200000000,0,0,0,0,0,1,1,0
8808,6353,200000000,0,0,0,0,0,1,0,0
8809,6354,200000000,0,0,0,0,0,0,0,0
8810,6355,200000000,0,0,0,0,0,1,0,0
8811,6356,200000000,0,0,0,0,0,1,1,0
8813,6358,200000000,0,0,0,0,0,1,0,0
8815,6360,200000000,0,0,0,0,0,1,1,0
8817,6362,200000000,0,0,0,0,0,1,0,0
8819,6364,200000000,0,0,0,0,0,1,1,0
8820,6365,200000000,0,0,0,0,0,0,1,0
8821,6366,200000000,0,0,0,0,0,0,0,0
8834,6379,200000000,0,0,0,0,0,1,0,0
8835,6380,200000000,0,0,0,0,0,1,1,0
8837,6382,200000000,0,0,0,0,0,1,0,0
8838,6383,200000000,0,0,0,0,0,0,0,0
8839,6384,200000000,0,0,0,0,0,1,0,0
8840,6385,200000000,0,0,0,0,0,1,1,0
8842,6387,200000000,0,0,0,0,0,1,0,0
8844,6389,200000000,0,0,0,0,0,1,1,0
8846,6391,200000000,0,0,0,0,0,1,0,0
8848,6393,200000000,0,0,0,0,0,1,1,0
8849,6394,200000000,0,0,0,0,0,0,1,0
8850,6395,200000000,0,0,0,0,0,0,0,0
8863,6408,200000000,0,0,0,0,0,1,0,0
8864,6409,200000000,0,0,0,0,0,1,1,0
8866,6411,200000000,0,0,0,0,0,1,0,0
8869,6414,200000000,0,0,0,0,0,1,1,0
8870,6415,200000000,0,0,0,0,0,1,0,0
8873,6418,200000000,0,0,0,0,0,1,1,0
8875,6420,200000000,0,0,0,0,0,1,0,0
8877,6422,200000000,0,0,0,0,0,1,1,0
8878,6423,200000000,0,0,0,0,0,0,0,0
8892,6437,200000000,0,0,0,0,0,1,0,0
8893,6438,200000000,0,0,0,0,0,1,1,0
8895,6440,200000000,0,0,0,0,0,1,0,0
8897,6442,200000000,0,0,0,0,0,1,1,0
8899,6444,200000000,0,0,0,0,0,1,0,0
8902,6447,200000000,0,0,0,0,0,1,1,0
8904,6449,200000000,0,0,0,0,0,1,0,0
8906,6451,200000000,0,0,0,0,0,1,1,0
8907,6452,200000000,0,0,0,0,0,0,0,0
8921,6466,200000000,0,0,0,0,0,1,0,0
8922,6467,200000000,0,0,0,0,0,1,1,0
8923,6468,200000000,0,0,0,0,0,1,0,0
8926,6471,200000000,0,0,0,0,0,1,1,0
8928,6473,200000000,0,0,0,0,0,1,0,0
8930,6475,200000000,0,0,0,0,0,1,1,0
8932,6477,200000000,0,0,0,0,0,1,0,0
8934,6479,200000000,0,0,0,0,0,1,1,0
8935,6480,200000000,0,0,0,0,0,0,1,0
8936,6481,200000000,0,0,0,0,0,0,0,0
8950,6495,200000000,0,0,0,0,0,1,0,0
8951,6496,200000000,0,0,0,0,0,1,1,0
8952,6497,200000000,0,0,0,0,0,1,0,0
8953,6498,200000000,0,0,0,0,0,0,0,0
8954,6499,200000000,0,0,0,0,0,1,0,0
8955,6500,200000000,0,0,0,0,0,1,1,0
8957,6502,200000000,0,0,0,0,0,1,0,0
8959,6504,200000000,0,0,0,0,0,1,1,0
8961,6506,200000000,0,0,0,0,0,1,0,0
8963,6508,200000000,0,0,0,0,0,1,1,0
8964,6509,200000000,0,0,0,0,0,0,1,0
8965,6510,200000000,0,0,0,0,0,0,0,0
8978,6523,200000000,0,0,0,0,0,1,0,0
